id	name	team	position	country	league_key	league
952322	Brenden Aaronson	Leeds United	CAM,RW,ST,CM,LM,LW	USA	premier_league	Premier League
690223	Rodrigo Abascal	Vitoria de Guimaraes	CB	Uruguay	liga_portugal	Liga Portugal
1819480	Alp Abay	Antalyaspor	Defender	Turkiye	super_lig	Super Lig
1118906	Nelson Abbey	Rio Ave	CB,LB	England	liga_portugal	Liga Portugal
1296769	Zach Abbott	Nottingham Forest	CB,RB,CDM	England	premier_league	Premier League
956659	Himad Abdelli	Marseille	CDM,CAM,CM	Algeria	ligue_1	Ligue 1
1179331	Mohamed Abdelmonem	Nice	CB	Egypt	ligue_1	Ligue 1
566187	Ali Abdi	Nice	LB,LM,LWB	Tunisia	ligue_1	Ligue 1
1158933	Sabit Abdulai	Alverca	CM,CDM,CAM	Ghana	liga_portugal	Liga Portugal
1002617	Saud Abdulhamid	Lens	RWB,RB,RM	Saudi Arabia	ligue_1	Ligue 1
1439393	Ahmed Abdullahi	Sunderland	ST	Nigeria	premier_league	Premier League
1377639	Tay Abed	Levante	RW,ST,RM	Israel	la_liga	LaLiga
523380	Myenty Abena	Gaziantep FK	CB	Suriname	super_lig	Super Lig
413525	Laurent Abergel	Lorient	CDM,CM	France	ligue_1	Ligue 1
1665501	Ali Mevran Ablak	Gaziantep FK	RW	Turkiye	super_lig	Super Lig
1250492	Matthis Abline	Nantes	LW,ST,RW	France	ligue_1	Ligue 1
1060604	Abner	Lyon	LB,LWB,LW,CM,CDM	Brazil	ligue_1	Ligue 1
846761	Zakaria Aboukhlal	Torino	LM,LW	Morocco	serie_a	Serie A
956921	Abdelkabir Abqar	Getafe	CB	Morocco	la_liga	LaLiga
749661	Tammy Abraham	Aston Villa	ST	England	premier_league	Premier League
1067265	Giorgi Abuashvili	Metz	LW	Georgia	ligue_1	Ligue 1
1783963	Umar Abubakar	Famalicao	ST	Nigeria	liga_portugal	Liga Portugal
1438316	Mathieu Acapandié	Nantes	RWB	Madagascar	ligue_1	Ligue 1
1302731	Christian Acella	Cremonese	CDM	Italy	serie_a	Serie A
73024	Francesco Acerbi	Inter	CB	Italy	serie_a	Serie A
1020027	Nicolás Acevedo	Bahia	CM,CDM,RB	Uruguay	brasileirao	Serie A
772193	Ragnar Ache	1. FC Köln	ST	Germany	bundesliga	Bundesliga
1400216	Josh Acheampong	Chelsea	CB,RB	England	premier_league	Premier League
521338	Lucho Acosta	Fluminense	CAM,ST,LW	Argentina	brasileirao	Serie A
1884495	Wisdom Acquah	Torino	Midfielder	Ghana	serie_a	Serie A
958640	Akor Adams	Sevilla	ST	Nigeria	la_liga	LaLiga
599353	Ché Adams	Torino	ST,CAM	Scotland	serie_a	Serie A
729769	Tyler Adams	AFC Bournemouth	CDM	USA	premier_league	Premier League
683402	Tosin Adarabioyo	Chelsea	CB	England	premier_league	Premier League
1347241	Jayden Addai	Como	RW	Netherlands	serie_a	Serie A
1646628	Wesley Adeh	Werder Bremen	CB	Germany	bundesliga	Bundesliga
937552	Ademir	Bahia	RW	Brazil	brasileirao	Serie A
959594	Karim Adeyemi	Borussia Dortmund	CAM,ST,RW	Germany	bundesliga	Bundesliga
1227012	Simon Adingra	Monaco	LW,LM	Ivory Coast	ligue_1	Ligue 1
1351065	Nathaniel Adjei	Lorient	CB	Ghana	ligue_1	Ligue 1
1432344	Jonas Adjetey	Wolfsburg	CB	Ghana	bundesliga	Bundesliga
1079557	Amine Adli	AFC Bournemouth	LW,RW,CAM	Morocco	premier_league	Premier League
936164	Michel Ndary Adopo	Cagliari	CM,CDM	France	serie_a	Serie A
1958489	Adrielson	Gremio	Midfielder	Brazil	brasileirao	Serie A
169756	Adrián	Real Betis	GK	Spain	la_liga	LaLiga
1255479	Adson	Vasco da Gama	RW	Brazil	brasileirao	Serie A
1382375	Vasilije Adzic	Juventus	CAM,CM	Montenegro	serie_a	Serie A
792756	Michel Aebischer	Pisa	CM,CDM	Switzerland	serie_a	Serie A
1073980	David Affengruber	Elche	CB	Austria	la_liga	LaLiga
568911	João Afonso	Tondela	CB	Portugal	liga_portugal	Liga Portugal
442593	Kiki Afonso	AVS Futebol SAD	LB,LM	Portugal	liga_portugal	Liga Portugal
1114979	Emmanuel Agbadou	Beşiktaş	CB	Ivory Coast	super_lig	Super Lig
1414859	Samuel Aghehowa	FC Porto	ST	Spain	liga_portugal	Liga Portugal
1280020	Julen Agirrezabala	Valencia	GK	Spain	la_liga	LaLiga
1532202	Agner	Fluminense	Midfielder	Brazil	brasileirao	Serie A
971790	Lucien Agoumé	Sevilla	CM,CDM,CAM	France	la_liga	LaLiga
937368	Felix Agu	Werder Bremen	LB,LM,RB	Nigeria	bundesliga	Bundesliga
1392232	Marc Aguado	Elche	CM,CDM	Spain	la_liga	LaLiga
1819495	Pablo Agudín	Real Oviedo	Midfielder	Spain	la_liga	LaLiga
617310	Nayef Aguerd	Marseille	CB	Morocco	ligue_1	Ligue 1
1459741	Isaac Aguiar	Hellas Verona	ST	Brazil	serie_a	Serie A
1898828	Daniel Aguilar	Athletico Paranaense	Midfielder	Colombia	brasileirao	Serie A
561046	Ruben Aguilar	Lens	RWB,RM	France	ligue_1	Ligue 1
1021336	Brandon Aguilera	Rio Ave	CM,CDM	Costa Rica	liga_portugal	Liga Portugal
1200667	Braian Aguirre	Internacional	RB,RWB	Argentina	brasileirao	Serie A
923698	Juan Aguirre	Athletico Paranaense	CB	Colombia	brasileirao	Serie A
627223	Daniel Agyei	Kocaelispor	RW,CAM,LW,ST	Ghana	super_lig	Super Lig
1424757	Enock Agyei	Burnley	RW	Belgium	premier_league	Premier League
1192854	Naouirou Ahamada	Auxerre	CM	France	ligue_1	Ligue 1
1669629	Honest Ahanor	Atalanta	CB	Italy	serie_a	Serie A
687568	Lucas Ahijado	Real Oviedo	RB	Spain	la_liga	LaLiga
643998	Joseph Aidoo	Celta Vigo	CB	Ghana	la_liga	LaLiga
1612698	Romeo Aigbekaen	St. Pauli	Attacker	Germany	bundesliga	Bundesliga
1233935	Makan Aiko	Tondela	LW,ST,LM	France	liga_portugal	Liga Portugal
682548	Ola Aina	Nottingham Forest	RB,LB,RWB	Nigeria	premier_league	Premier League
1646353	Junior Ajayi	Hellas Verona	ST	Ivory Coast	serie_a	Serie A
552718	Kristoffer Ajer	Brentford	CB,LB	Norway	premier_league	Premier League
471153	Ludovic Ajorque	Brest	ST	France	ligue_1	Ligue 1
1690112	Ruben Akalé	Hellas Verona	Attacker	France	serie_a	Serie A
521318	Manuel Akanji	Inter	CB,RB	Switzerland	serie_a	Serie A
424380	Samet Akaydin	Rizespor	CB	Turkiye	super_lig	Super Lig
464462	Emre Akbaba	Eyüpspor	CAM,CM	Turkiye	super_lig	Super Lig
1801059	Mehmet Akbal	Gençlerbirliği	Midfielder	Turkiye	super_lig	Super Lig
1366373	Ümit Akdag	Alanyaspor	CB	Romania	super_lig	Super Lig
1590209	Arda Akgül	Gençlerbirliği	Attacker	Turkiye	super_lig	Super Lig
1210016	Tugbey Akgün	Fatih Karagümrük	CDM	Turkiye	super_lig	Super Lig
845991	Yunus Akgün	Galatasaray	CAM,RW,RM,LW,ST	Turkiye	super_lig	Super Lig
1311915	Ilias Akhomach	Rayo Vallecano	RW,RM	Morocco	la_liga	LaLiga
1347568	Matai Akinmboni	AFC Bournemouth	CB	USA	premier_league	Premier League
1481909	Ebenezer Akinsanmiro	Pisa	CM	Nigeria	serie_a	Serie A
1284404	Babatunde Akinsola	AVS Futebol SAD	RW,LW	Nigeria	liga_portugal	Liga Portugal
1305618	Maghnes Akliouche	Monaco	RW,CAM,RM,ST	France	ligue_1	Ligue 1
1894910	Muhammed Akmelek	Gaziantep FK	Attacker	Turkiye	super_lig	Super Lig
1388678	Clément Akpa	Auxerre	CB,LB	Ivory Coast	ligue_1	Ligue 1
353519	Kevin Akpoguma	Hoffenheim	CB	Nigeria	bundesliga	Bundesliga
279879	Jean-Daniel Akpa Akpro	Hellas Verona	CM,CDM	Ivory Coast	serie_a	Serie A
1209994	Aziz Aksoy	Rizespor	RB	Turkiye	super_lig	Super Lig
712070	Fatih Aksoy	Alanyaspor	CB,CM,CDM	Turkiye	super_lig	Super Lig
1117570	Kerem Aktürkoglu	Fenerbahçe	LW,ST,CAM	Turkiye	super_lig	Super Lig
884415	Ufuk Akyol	Konyaspor	CAM	Germany	super_lig	Super Lig
417068	Nathan Aké	Manchester City	CB,LB	Netherlands	premier_league	Premier League
121633	David Alaba	Real Madrid	CB	Austria	la_liga	LaLiga
742076	Sofiane Alakouch	Paris FC	RB	Morocco	ligue_1	Ligue 1
892751	Alan	Moreirense	CM,CAM,ST	Brazil	liga_portugal	Liga Portugal
1536786	Enes Albak	Samsunspor	LW	Turkiye	super_lig	Super Lig
1473706	Agustín Albarracín	Cagliari	CM,ST,CAM,RW	Uruguay	serie_a	Serie A
1676719	Ege Albayrak	Kasımpaşa	GK	Turkiye	super_lig	Super Lig
1692797	Mathis Albert	Borussia Dortmund	LW,CM	USA	bundesliga	Bundesliga
1967839	Alberto	Chapecoense AF	Attacker	Brazil	brasileirao	Serie A
892752	Yuri Alberto	Corinthians	ST	Brazil	brasileirao	Serie A
34029	Raúl Albiol	Pisa	CB	Spain	serie_a	Serie A
1128965	Charly Alcaraz	Everton	CAM,LW,RW	Argentina	premier_league	Premier League
751998	Omar Alderete	Sunderland	CB	Paraguay	premier_league	Premier League
1069975	José Aldo	Mirassol	CDM,CM	Brazil	brasileirao	Serie A
1817835	Mykyta Aleksandrov	Getafe	Attacker	Ukraine	la_liga	LaLiga
1631610	Milan Aleksic	Sunderland	LW	Serbia	premier_league	Premier League
958273	Dogan Alemdar	Başakşehir	GK	Turkiye	super_lig	Super Lig
924300	Alemão	Rayo Vallecano	ST	Brazil	la_liga	LaLiga
1763623	João Alencar	Santos FC	Defender	Brazil	brasileirao	Serie A
935036	Alerrandro	Internacional	ST	Brazil	brasileirao	Serie A
1950747	Alessandro	Cruzeiro	Midfielder	Brazil	brasileirao	Serie A
966413	Alesson	Mirassol	LW,ST	Brazil	brasileirao	Serie A
760712	Trent Alexander-Arnold	Real Madrid	RB,RM	England	la_liga	LaLiga
1966167	Alexandre	Remo	Keeper	Brazil	brasileirao	Serie A
1116234	Caio Alexandre	Bahia	CDM,CM	Brazil	brasileirao	Serie A
1247716	Matheus Alexandre	Remo	RB	Brazil	brasileirao	Serie A
1391210	Alexsander	Atletico MG	CDM,CM	Brazil	brasileirao	Serie A
637756	Carles Aleñá	Deportivo Alaves	LM,LW,CM	Spain	la_liga	LaLiga
1122478	Ángel Algobia	AVS Futebol SAD	CDM,CM,RB,CAM	Spain	liga_portugal	Liga Portugal
1333066	Rahim Alhassane	Real Oviedo	LB,LWB	Niger	la_liga	LaLiga
1135987	Khusniddin Alikulov	Rizespor	CB	Uzbekistan	super_lig	Super Lig
1950786	Alison	Vasco da Gama	Defender	Brazil	brasileirao	Serie A
449684	Alisson	Fluminense	CDM,CM,CAM	Brazil	brasileirao	Serie A
1928489	Alisson	Internacional	Defender	Brazil	brasileirao	Serie A
521203	Fidan Aliti	Alanyaspor	CB	Kosovo	super_lig	Super Lig
1231596	Alix	Red Bull Bragantino	CB	Brazil	brasileirao	Serie A
1524055	Sinan Alkas	Kasımpaşa	ST	Turkiye	super_lig	Super Lig
1801064	Ibrahim Kahan Alkis	Gaziantep FK	Keeper	Turkiye	super_lig	Super Lig
1840947	Esat Alkurt	Trabzonspor	RW	Turkiye	super_lig	Super Lig
1721789	Allan	Palmeiras	RW,RM,RWB,CDM	Brazil	brasileirao	Serie A
188652	Allan	Botafogo RJ	CDM,CM	Brazil	brasileirao	Serie A
676625	Allan	Corinthians	CDM	Brazil	brasileirao	Serie A
1818299	Eder Aller	Barcelona	GK	Spain	la_liga	LaLiga
1011026	Jim Allevinah	Kasımpaşa	RW,LW	Gabon	super_lig	Super Lig
1804462	Allex	Internacional	CAM,LW	Brazil	brasileirao	Serie A
1414691	Max Alleyne	Manchester City	CB	England	premier_league	Premier League
831489	Alexis Mac Allister	Liverpool	CDM,CM,CAM	Argentina	premier_league	Premier League
955271	Thiago Almada	Atletico Madrid	LM,CAM,LW,CM,ST	Argentina	la_liga	LaLiga
1529948	Alejandro Almaraz	Vitoria	CM	Argentina	brasileirao	Serie A
777028	André Almeida	Valencia	CAM,CM,ST,LM	Portugal	la_liga	LaLiga
1734201	João Almeida	Coritiba	LB	Brazil	brasileirao	Serie A
1483507	Kayky Almeida	Remo	CB,LB	Brazil	brasileirao	Serie A
1533783	Rudi Almeida	Famalicao	Attacker	Portugal	liga_portugal	Liga Portugal
822589	Pontus Almqvist	Parma	CAM,RM	Sweden	serie_a	Serie A
466214	Júnior Alonso	Atletico MG	CB,LB	Paraguay	brasileirao	Serie A
196169	Marcos Alonso	Celta Vigo	CB	Spain	la_liga	LaLiga
1315351	Taha Altikardes	Göztepe	CB	Turkiye	super_lig	Super Lig
1524049	Melih Altikulac	Samsunspor	LB	Turkiye	super_lig	Super Lig
1310480	Sergi Altimira	Real Betis	CDM,CM	Spain	la_liga	LaLiga
975117	Metehan Altunbas	Eyüpspor	RM,LW,ST,RW	Turkiye	super_lig	Super Lig
1801531	Bruno Alves	Cruzeiro	CB	Brazil	brasileirao	Serie A
1946842	David Alves	Coritiba	Attacker	Brazil	brasileirao	Serie A
1553517	Dyogo Alves	Flamengo	GK	Brazil	brasileirao	Serie A
1931764	Kauan Alves	Internacional	Midfielder	Brazil	brasileirao	Serie A
1070052	Amad	Manchester United	RWB,RW,CAM,LW	Ivory Coast	premier_league	Premier League
1680173	Ayoube Amaimouni-Echghouyab	Eintracht Frankfurt	RW,CAM	Morocco	bundesliga	Bundesliga
1931786	Gabriel Amancio	Flamengo	Midfielder	Brazil	brasileirao	Serie A
776584	Pedro Amaral	Estoril	CB,LM,LB	Portugal	liga_portugal	Liga Portugal
1067168	Zeki Amdouni	Burnley	RW	Switzerland	premier_league	Premier League
1257648	Aurèle Amenda	Eintracht Frankfurt	CB,RB	Switzerland	bundesliga	Bundesliga
683473	Kelvin Amian	Nantes	RB,CB	France	ligue_1	Ligue 1
614449	Nadiem Amiri	Mainz 05	CDM,CM,CAM	Germany	bundesliga	Bundesliga
1418073	Samuel Amo-Ameyaw	Strasbourg	RW,RWB,CAM,RM	England	ligue_1	Ligue 1
1469120	Amorim	Genoa	CM,CDM	Brazil	serie_a	Serie A
1931804	Lucas Amorim	Athletico Paranaense	Attacker	Brazil	brasileirao	Serie A
1527142	Mathias De Amorim	Famalicao	CDM,CM	Portugal	liga_portugal	Liga Portugal
1581053	Mathis Amougou	Strasbourg	CM,CDM	France	ligue_1	Ligue 1
1134206	Mohamed Amoura	Wolfsburg	ST,LW,CAM	Algeria	bundesliga	Bundesliga
780432	Ethan Ampadu	Leeds United	CM,CDM,CB	Wales	premier_league	Premier League
593116	Sofyan Amrabat	Real Betis	CDM,CM	Morocco	la_liga	LaLiga
911296	Francis Amuzu	Gremio	LW	Belgium	brasileirao	Serie A
1797982	João Ananias	Santos FC	CB	Brazil	brasileirao	Serie A
503659	Joachim Andersen	Fulham	CB	Denmark	premier_league	Premier League
950459	Anderson	Chapecoense AF	GK	Brazil	brasileirao	Serie A
1089691	Elliot Anderson	Nottingham Forest	CDM,CM	England	premier_league	Premier League
230190	Felipe Anderson	Palmeiras	LW,CAM,RWB,LM,RW	Brazil	brasileirao	Serie A
1315546	Tomoya Ando	St. Pauli	CB	Japan	bundesliga	Bundesliga
882823	Léo Andrade	Remo	CB	Brazil	brasileirao	Serie A
1692655	Francesco Andrealli	Como	Midfielder	Peru	serie_a	Serie A
1586552	Chema Andres	VfB Stuttgart	CDM,CM	Spain	bundesliga	Bundesliga
958283	Andrew	Flamengo	GK	Brazil	brasileirao	Serie A
1420843	Andrey	Santa Clara	LB,CM,LW	Brazil	liga_portugal	Liga Portugal
411851	Robert Andrich	Bayer Leverkusen	CB,CDM,CM	Germany	bundesliga	Bundesliga
1174296	André	Wolverhampton Wanderers	CDM,CM	Brazil	premier_league	Premier League
1804815	André	Corinthians	LW,CM,RW,CDM,CAM	Brazil	brasileirao	Serie A
148830	Benjamin André	Lille	CDM,CM	France	ligue_1	Ligue 1
1806130	Bruno André	Vasco da Gama	Defender	Brazil	brasileirao	Serie A
692810	Yhoan Andzouana	Konyaspor	RB,RWB,LB,RM	Congo	super_lig	Super Lig
603537	Angeliño	Roma	LWB	Spain	serie_a	Serie A
427877	Fabrizio Angileri	Corinthians	LB,CB	Argentina	brasileirao	Serie A
1289942	Samuele Angori	Pisa	LM,LWB	Italy	serie_a	Serie A
612863	Frank Anguissa	Napoli	CM,CAM,CDM	Cameroon	serie_a	Serie A
1287010	Nilson Angulo	Sunderland	LW,LM,RW,RM,LWB	Ecuador	premier_league	Premier League
983199	Tino Anjorin	Torino	CDM,CM	England	serie_a	Serie A
1515977	Ilyas Ansah	Union Berlin	CAM,ST,LW	Germany	bundesliga	Bundesliga
1494947	Aaron Anselmino	Strasbourg	CB	Argentina	ligue_1	Ligue 1
449999	Taylan Antalyali	Rizespor	CDM,CM	Turkiye	super_lig	Super Lig
1732791	Andrés Antañón	Celta Vigo	RW	Spain	la_liga	LaLiga
1260081	Anthoni	Internacional	GK	Brazil	brasileirao	Serie A
1636444	Anthony	Botafogo RJ	CB	Brazil	brasileirao	Serie A
1171140	Jaidon Anthony	Burnley	LW,LM,CAM,RW	England	premier_league	Premier League
664970	Waldemar Anton	Borussia Dortmund	CB	Germany	bundesliga	Bundesliga
1362632	Leandro Antonetti	Estrela da Amadora	ST	Puerto Rico	liga_portugal	Liga Portugal
1685514	Kyllian Antonio	Lens	CB	France	ligue_1	Ligue 1
967622	Antony	Real Betis	RW,RM	Brazil	la_liga	LaLiga
864556	Alexis Antunes	Göztepe	CAM,ST,LM	Switzerland	super_lig	Super Lig
890205	Marcos Antônio	Sao Paulo	CDM,CM,CAM	Brazil	brasileirao	Serie A
1931787	Emily Vitória Santos Apolinário	Santos FC	Defender	Brazil	brasileirao	Serie A
161291	Youssef El Arabi	Nantes	ST	Morocco	ligue_1	Ligue 1
1797159	João Aragão	Braga	RW	Portugal	liga_portugal	Liga Portugal
625340	Mauro Arambarri	Getafe	CM	Uruguay	la_liga	LaLiga
1249284	Jon Aramburu	Real Sociedad	RB,RWB	Venezuela	la_liga	LaLiga
535596	Guilherme Arana	Fluminense	LB,LWB,LM	Brazil	brasileirao	Serie A
1208987	Óscar Aranda	Famalicao	LW	Spain	liga_portugal	Liga Portugal
1928471	Aranha	Palmeiras	Keeper	Brazil	brasileirao	Serie A
1748495	Alejandro Ararat	Coritiba	Midfielder	Colombia	brasileirao	Serie A
921253	Ronald Araujo	Barcelona	CB,RB	Uruguay	la_liga	LaLiga
1841049	Ege Araç	Galatasaray	CB,CDM,CM	Turkiye	super_lig	Super Lig
1555059	Evertton Araújo	Flamengo	CDM,CM	Brazil	brasileirao	Serie A
1192386	Henrique Araújo	Benfica	ST	Portugal	liga_portugal	Liga Portugal
750913	Luiz Araújo	Flamengo	RW,LW,RM	Brazil	brasileirao	Serie A
1031656	Maxi Araújo	Sporting CP	LB,LW,LM,LWB	Uruguay	liga_portugal	Liga Portugal
902826	Michel Araújo	Bahia	CM,RW,CAM,LW,CDM	Uruguay	brasileirao	Serie A
1958535	Nicolas Araújo	Corinthians	Attacker	Brazil	brasileirao	Serie A
1187283	Tomás Araújo	Benfica	CB,RB	Portugal	liga_portugal	Liga Portugal
342941	Robert Arboleda	Sao Paulo	CB	Ecuador	brasileirao	Serie A
1281584	Lucas Arcanjo	Vitoria	GK	Brazil	brasileirao	Serie A
1165477	Telmo Arcanjo	Vitoria de Guimaraes	RW,CAM,RM	Cape Verde	liga_portugal	Liga Portugal
634110	Carlens Arcus	Angers	RB,CB	Haiti	ligue_1	Ligue 1
1726757	Antonio Arena	Roma	ST	Italy	serie_a	Serie A
210164	Alphonse Areola	West Ham United	GK	France	premier_league	Premier League
1037537	Jesús Areso	Athletic Club	RB	Spain	la_liga	LaLiga
1487859	Paul Argney	Le Havre	GK	France	ligue_1	Ligue 1
1614872	Iñigo Arguibide	Osasuna	RB	Spain	la_liga	LaLiga
1836585	Benjamin Arhin	Internacional	CDM	Ghana	brasileirao	Serie A
1023030	Jhon Arias	Palmeiras	RW,LW,CM,ST,CAM	Colombia	brasileirao	Serie A
1414306	Kagan Arican	Antalyaspor	GK	Turkiye	super_lig	Super Lig
1450999	Juan Arizala	Udinese	LB,LM	Colombia	serie_a	Serie A
519835	Adam Armstrong	Wolverhampton Wanderers	ST,LW,CAM,RM	England	premier_league	Premier League
1559637	Harrison Armstrong	Everton	CM,CAM,CDM,RW	England	premier_league	Premier League
1958486	Arnaldo	Gremio	Attacker	Brazil	brasileirao	Serie A
1941677	Kauê Arno	Chapecoense AF	Midfielder	Brazil	brasileirao	Serie A
298915	Maximilian Arnold	Wolfsburg	CDM	Germany	bundesliga	Bundesliga
1072864	Tolu Arokodare	Wolverhampton Wanderers	ST	Nigeria	premier_league	Premier League
1797902	Adem Arous	Kasımpaşa	CB	Tunisia	super_lig	Super Lig
438647	Giorgian de Arrascaeta	Flamengo	CAM,LW,CM	Uruguay	brasileirao	Serie A
1125232	Bright Arrey-Mbi	Braga	CB,LB	Germany	liga_portugal	Liga Portugal
1717491	Love Arrhov	Eintracht Frankfurt	CAM,ST,CDM,LW	Sweden	bundesliga	Bundesliga
839750	Kervin Arriaga	Levante	CDM,CM,CAM	Honduras	la_liga	LaLiga
317564	Kepa Arrizabalaga	Arsenal	GK	Spain	premier_league	Premier League
1626714	Keny Arroyo	Cruzeiro	RW,LW	Ecuador	brasileirao	Serie A
630168	Ignacio de Arruabarrena	Arouca	GK	Uruguay	liga_portugal	Liga Portugal
1287821	Ricard Artero	Girona	CAM	Spain	la_liga	LaLiga
1353457	Arthur	Bayer Leverkusen	RWB	Brazil	bundesliga	Bundesliga
1787794	Arthur	Palmeiras	LB	Brazil	brasileirao	Serie A
654044	Arthur	Gremio	CDM,CM,CAM	Brazil	brasileirao	Serie A
754504	Artur	Sao Paulo	RW,RM	Brazil	brasileirao	Serie A
305713	Willian Arão	Santos FC	CDM,CM	Brazil	brasileirao	Serie A
430856	Takuma Asano	Mallorca	RW,ST	Japan	la_liga	LaLiga
1580528	Raúl Asencio	Real Madrid	CB,RB	Spain	la_liga	LaLiga
498033	Marco Asensio	Fenerbahçe	CAM,RW,CM,CDM	Spain	super_lig	Super Lig
1677489	Berkan Aslan	Kayserispor	Attacker	Turkiye	super_lig	Super Lig
1780234	Berkay Aslan	Başakşehir	Midfielder	Turkiye	super_lig	Super Lig
1927471	Cemilhan Aslan	Gaziantep FK	Keeper	Turkiye	super_lig	Super Lig
1219540	Fisnik Asllani	Hoffenheim	ST,CAM	Kosovo	bundesliga	Bundesliga
1208969	Kristjan Asllani	Beşiktaş	CM,CDM,CAM	Albania	super_lig	Super Lig
174472	Iago Aspas	Celta Vigo	RW,CAM	Spain	la_liga	LaLiga
1277380	Yáser Asprilla	Galatasaray	RW,LW,CAM	Colombia	super_lig	Super Lig
1192406	Lorenz Assignon	VfB Stuttgart	RB,RWB,RM,RW	France	bundesliga	Bundesliga
1705704	Afonso Assis	Moreirense	CDM,CM	Portugal	liga_portugal	Liga Portugal
1928495	Pedro Assis	Santos FC	Attacker	Brazil	brasileirao	Serie A
1970833	Bastian Assomo	Bayern München	Attacker	Germany	bundesliga	Bundesliga
1514682	Kouadou Assoumou	Samsunspor	LW,RW,LM	Ivory Coast	super_lig	Super Lig
1828683	Gianluca Astaldi	Parma	Keeper	Italy	serie_a	Serie A
1647276	Hakan Atabey	Fatih Karagümrük	Defender	Turkiye	super_lig	Super Lig
1595629	Zachary Athekame	Milan	RB,RM	Switzerland	serie_a	Serie A
1806473	Franck Atoen	Samsunspor	Midfielder	Cameroon	super_lig	Super Lig
1428426	Arthur Atta	Udinese	CM,CAM,LM	France	serie_a	Serie A
1281100	Noah Atubolu	Freiburg	GK	Germany	bundesliga	Bundesliga
150565	Pierre-Emerick Aubameyang	Marseille	ST	Gabon	ligue_1	Ligue 1
602845	Emil Audero	Cremonese	GK	Indonesia	serie_a	Serie A
940829	Carlos Augusto	Inter	CB,LM,LWB,RM	Brazil	serie_a	Serie A
1267102	Felipe Augusto	Trabzonspor	ST,CAM,RW,LW	Brazil	super_lig	Super Lig
202486	Giovanni Augusto	Chapecoense AF	CAM,CM,ST	Brazil	brasileirao	Serie A
1240979	Loide Augusto	Rizespor	RW,LW	Angola	super_lig	Super Lig
1927927	Ryan Augusto	Red Bull Bragantino	Defender	Brazil	brasileirao	Serie A
1918387	Delcio Aurelio	Sporting CP	Attacker	Angola	liga_portugal	Liga Portugal
310768	Fredrik Aursnes	Benfica	RW,CDM,RB,RM,CM,LW	Norway	liga_portugal	Liga Portugal
150047	Joao Aurélio	Nacional	RB,RWB	Portugal	liga_portugal	Liga Portugal
1714761	Henrijs Auseklis	Cagliari	Keeper	Latvia	serie_a	Serie A
862993	Brandon Austin	Tottenham Hotspur	GK	England	premier_league	Premier League
1478148	Leon Avdullahu	Hoffenheim	CM,CDM	Kosovo	bundesliga	Bundesliga
1748487	Avellar	Vasco da Gama	LM	Brazil	brasileirao	Serie A
1565010	Arthur Avom	Lorient	CDM,CM	Cameroon	ligue_1	Ligue 1
666954	Chidozie Awaziem	Nantes	CB	Nigeria	ligue_1	Ligue 1
643717	Taiwo Awoniyi	Nottingham Forest	ST	Nigeria	premier_league	Premier League
1836257	Yakup Ayan	Rizespor	Defender	Turkiye	super_lig	Super Lig
1168311	Yasin Ayari	Brighton & Hove Albion	CDM,CM	Sweden	premier_league	Premier League
1801058	Yigit Hamza Aydar	Gençlerbirliği	Defender	Turkiye	super_lig	Super Lig
955599	Ebrar Aydin	Gençlerbirliği	GK	Turkiye	super_lig	Super Lig
1763433	Egemen Aydin	Konyaspor	Keeper	Turkiye	super_lig	Super Lig
1300864	Eyüp Aydin	Kasımpaşa	CM,CAM,CDM	Germany	super_lig	Super Lig
1092015	Oguz Aydin	Fenerbahçe	LW,RW,RWB,RB	Turkiye	super_lig	Super Lig
1489024	Taylan Aydin	Kasımpaşa	CB	Turkiye	super_lig	Super Lig
1896105	Deniz Aydogdu	Eyüpspor	CM	Turkiye	super_lig	Super Lig
441164	Kaan Ayhan	Galatasaray	CDM,CB	Turkiye	super_lig	Super Lig
1274060	Neil El Aynaoui	Roma	CDM,CM,CAM	Morocco	serie_a	Serie A
1927895	Thiago Azaf	Coritiba	Midfielder	Brazil	brasileirao	Serie A
1751857	Ilyas Azizi	Toulouse	Attacker	France	ligue_1	Ligue 1
1573563	Adam Aznou	Everton	LB,LWB	Morocco	premier_league	Premier League
72541	César Azpilicueta	Sevilla	CB,RB	Spain	la_liga	LaLiga
1283469	Oussama El Azzouzi	Auxerre	CM	Morocco	ligue_1	Ligue 1
933845	Rayan Aït-Nouri	Manchester City	LB,LWB,LW	Algeria	premier_league	Premier League
1239583	Abdoullah Ba	Sunderland	RW	France	premier_league	Premier League
1609327	Ibrahima Ba	Famalicao	CB	Senegal	liga_portugal	Liga Portugal
1237903	Ousmane Ba	Metz	GK	Senegal	ligue_1	Ligue 1
864066	Ousseynou Ba	Başakşehir	CB	Senegal	super_lig	Super Lig
1690793	Papa Ba	Girona	LB	Senegal	la_liga	LaLiga
95882	Volkan Babacan	Başakşehir	GK	Turkiye	super_lig	Super Lig
1586939	Shavy Babicka	Fatih Karagümrük	RW,LM,LW	Gabon	super_lig	Super Lig
951498	Felix Bacher	Estoril	CB	Austria	liga_portugal	Liga Portugal
1927898	Guilherme Back	Athletico Paranaense	Midfielder	Brazil	brasileirao	Serie A
1352996	Mio Backhaus	Werder Bremen	GK	Germany	bundesliga	Bundesliga
